Sample in Buffer,Sample in Window,TRIGGER,soc_i/axi_rffe_iic_o_i2c_scl_tx,soc_i/axi_rffe_iic_o_i2c_sda_tx,soc_i/i_i2c_scl_rx_1,soc_i/i_i2c_sda_rx_1
60166,60166,0,0,0,0,0
60167,60167,0,1,0,1,0
60168,60168,0,0,0,0,0
60169,60169,0,0,1,0,1
60170,60170,0,1,1,1,1
60171,60171,0,0,1,0,1
60172,60172,0,1,1,1,1
60173,60173,0,0,1,0,1
60174,60174,0,0,0,0,0
60175,60175,0,1,0,1,0
60176,60176,0,0,0,0,0
60177,60177,0,1,0,1,0
60178,60178,0,0,0,0,0
60179,60179,0,0,1,0,1
60180,60180,0,1,1,1,1
60181,60181,0,0,1,0,1
60182,60182,0,1,1,1,1
60183,60183,0,0,1,0,1
60184,60184,0,1,1,1,1
60185,60185,0,0,1,0,1
60186,60186,0,0,1,0,0
60187,60187,0,1,1,1,0
60188,60188,0,0,1,0,0
60189,60189,0,0,1,0,1
60190,60190,0,0,0,0,0
60191,60191,0,1,0,1,0
60192,60192,0,1,1,1,1
60193,60193,0,1,0,1,0
60194,60194,0,0,0,0,0
60195,60195,0,1,0,1,0
60196,60196,0,0,0,0,0
60197,60197,0,0,1,0,1
60198,60198,0,1,1,1,1
60199,60199,0,0,1,0,1
60200,60200,0,1,1,1,1
60201,60201,0,0,1,0,1
60202,60202,0,0,0,0,0
60203,60203,0,1,0,1,0
60204,60204,0,0,0,0,0
60205,60205,0,0,1,0,1
60206,60206,0,1,1,1,1
60207,60207,0,0,1,0,1
60208,60208,0,0,0,0,0
60209,60209,0,1,0,1,0
60210,60210,0,0,0,0,0
60211,60211,0,0,1,0,1
60212,60212,0,1,1,1,1
60213,60213,0,0,1,0,1
60214,60214,0,1,1,1,1
60215,60215,0,0,1,0,1
60216,60216,0,0,1,0,0
60217,60217,0,1,1,1,0
60218,60218,0,0,1,0,0
60219,60219,0,0,1,0,1
60220,60220,0,1,1,1,1
60221,60221,0,0,1,0,1
60222,60222,0,1,1,1,1
60223,60223,0,0,1,0,1
60224,60224,0,1,1,1,1
60225,60225,0,0,1,0,1
60226,60226,0,1,1,1,1
60227,60227,0,0,1,0,1
60228,60228,0,1,1,1,1
60229,60229,0,0,1,0,1
60230,60230,0,0,1,0,0
60231,60231,0,1,1,1,0
60232,60232,0,0,1,0,0
60233,60233,0,1,1,1,0
60234,60234,0,0,1,0,0
60235,60235,0,0,1,0,1
60236,60236,0,1,1,1,1
60237,60237,0,0,1,0,1
60238,60238,0,0,0,0,0
60239,60239,0,1,0,1,0
60240,60240,0,0,0,0,0
60241,60241,0,1,1,1,0
60242,60242,0,0,1,0,0
60243,60243,0,0,1,0,1
60244,60244,0,1,1,1,1
60245,60245,0,0,1,0,1
60246,60246,0,1,1,1,1
60247,60247,0,0,1,0,1
60248,60248,0,1,1,1,1
60249,60249,0,0,1,0,1
60250,60250,0,1,1,1,1
60251,60251,0,0,1,0,1
60252,60252,0,1,1,1,1
60253,60253,0,0,1,0,1
60254,60254,0,0,1,0,0
60255,60255,0,1,1,1,0
60256,60256,0,0,1,0,0
60257,60257,0,1,1,1,0
60258,60258,0,0,1,0,0
60259,60259,0,0,1,0,1
60260,60260,0,1,1,1,1
60261,60261,0,0,1,0,1
60262,60262,0,0,0,0,0
60263,60263,0,1,0,1,0
60264,60264,0,1,1,1,1
60265,60265,0,1,0,1,0
60266,60266,0,0,0,0,0
60267,60267,0,1,0,1,0
60268,60268,0,0,0,0,0
60269,60269,0,0,1,0,1
60270,60270,0,1,1,1,1
60271,60271,0,0,1,0,1
60272,60272,0,1,1,1,1
60273,60273,0,0,1,0,1
60274,60274,0,0,0,0,0
60275,60275,0,1,0,1,0
60276,60276,0,0,0,0,0
60277,60277,0,0,1,0,1
60278,60278,0,1,1,1,1
60279,60279,0,0,1,0,1
60280,60280,0,0,0,0,0
60281,60281,0,1,0,1,0
60282,60282,0,0,0,0,0
60283,60283,0,0,1,0,1
60284,60284,0,1,1,1,1
60285,60285,0,0,1,0,1
60286,60286,0,0,0,0,0
60287,60287,0,1,0,1,0
60288,60288,0,0,0,0,0
60289,60289,0,1,1,1,0
60290,60290,0,0,1,0,0
60291,60291,0,0,1,0,1
60292,60292,0,0,0,0,0
60293,60293,0,1,0,1,0
60294,60294,0,0,0,0,0
60295,60295,0,0,1,0,1
60296,60296,0,1,1,1,1
60297,60297,0,0,1,0,1
60298,60298,0,1,1,1,1
60299,60299,0,0,1,0,1
60300,60300,0,0,0,0,0
60301,60301,0,1,0,1,0
60302,60302,0,0,0,0,0
60303,60303,0,0,1,0,1
60304,60304,0,1,1,1,1
60305,60305,0,0,1,0,1
60306,60306,0,0,0,0,0
60307,60307,0,1,0,1,0
60308,60308,0,0,0,0,0
60309,60309,0,1,0,1,0
60310,60310,0,0,0,0,0
60311,60311,0,0,1,0,1
60312,60312,0,1,1,1,1
60313,60313,0,0,1,0,1
60314,60314,0,0,1,0,0
60315,60315,0,1,1,1,0
60316,60316,0,0,1,0,0
60317,60317,0,0,1,0,1
60318,60318,0,0,0,0,0
60319,60319,0,1,0,1,0
60320,60320,0,1,1,1,1
60321,60321,0,1,0,1,0
60322,60322,0,0,0,0,0
60323,60323,0,1,0,1,0
60324,60324,0,0,0,0,0
60325,60325,0,0,1,0,1
60326,60326,0,1,1,1,1
60327,60327,0,0,1,0,1
60328,60328,0,1,1,1,1
60329,60329,0,0,1,0,1
60330,60330,0,0,0,0,0
60331,60331,0,1,0,1,0
60332,60332,0,0,0,0,0
60333,60333,0,0,1,0,1
60334,60334,0,1,1,1,1
60335,60335,0,0,1,0,1
60336,60336,0,0,0,0,0
60337,60337,0,1,0,1,0
60338,60338,0,0,0,0,0
60339,60339,0,0,1,0,1
60340,60340,0,1,1,1,1
60341,60341,0,0,1,0,1
60342,60342,0,1,1,1,1
60343,60343,0,0,1,0,1
60344,60344,0,0,1,0,0
60345,60345,0,1,1,1,0
60346,60346,0,0,1,0,0
60347,60347,0,0,1,0,1
60348,60348,0,1,1,1,1
60349,60349,0,0,1,0,1
60350,60350,0,1,1,1,1
60351,60351,0,0,1,0,1
60352,60352,0,1,1,1,1
60353,60353,0,0,1,0,1
60354,60354,0,1,1,1,1
60355,60355,0,0,1,0,1
60356,60356,0,1,1,1,1
60357,60357,0,0,1,0,1
60358,60358,0,0,1,0,0
60359,60359,0,1,1,1,0
60360,60360,0,0,1,0,0
60361,60361,0,0,1,0,1
60362,60362,0,1,1,1,1
60363,60363,0,0,1,0,1
60364,60364,0,0,1,0,0
60365,60365,0,1,1,1,0
60366,60366,0,0,1,0,0
60367,60367,0,0,1,0,1
60368,60368,0,0,0,0,0
60369,60369,0,1,0,1,0
60370,60370,0,0,0,0,0
60371,60371,0,1,1,1,0
60372,60372,0,0,1,0,0
60373,60373,0,1,1,1,0
60374,60374,0,0,1,0,0
60375,60375,0,0,1,0,1
60376,60376,0,1,1,1,1
60377,60377,0,0,1,0,1
60378,60378,0,0,1,0,0
60379,60379,0,1,1,1,0
60380,60380,0,0,1,0,0
60381,60381,0,1,1,1,0
60382,60382,0,0,1,0,0
60383,60383,0,1,1,1,0
60384,60384,0,0,1,0,0
60385,60385,0,0,1,0,1
60386,60386,0,1,1,1,1
60387,60387,0,0,1,0,1
60388,60388,0,1,1,1,1
60389,60389,0,0,1,0,1
60390,60390,0,1,1,1,1
60391,60391,0,0,1,0,1
60392,60392,0,0,0,0,0
60393,60393,0,1,0,1,0
60394,60394,0,1,1,1,1
60395,60395,0,1,0,1,0
60396,60396,0,0,0,0,0
60397,60397,0,1,0,1,0
60398,60398,0,0,0,0,0
60399,60399,0,0,1,0,1
60400,60400,0,1,1,1,1
60401,60401,0,0,1,0,1
60402,60402,0,1,1,1,1
60403,60403,0,0,1,0,1
60404,60404,0,0,0,0,0
60405,60405,0,1,0,1,0
60406,60406,0,0,0,0,0
60407,60407,0,0,1,0,1
60408,60408,0,1,1,1,1
60409,60409,0,0,1,0,1
60410,60410,0,0,0,0,0
60411,60411,0,1,0,1,0
60412,60412,0,0,0,0,0
60413,60413,0,0,1,0,1
60414,60414,0,1,1,1,1
60415,60415,0,0,1,0,1
60416,60416,0,0,0,0,0
60417,60417,0,1,0,1,0
60418,60418,0,0,0,0,0
60419,60419,0,1,1,1,0
60420,60420,0,0,1,0,0
60421,60421,0,0,1,0,1
60422,60422,0,0,0,0,0
60423,60423,0,1,0,1,0
60424,60424,0,0,0,0,0
60425,60425,0,0,1,0,1
60426,60426,0,1,1,1,1
60427,60427,0,0,1,0,1
60428,60428,0,1,1,1,1
60429,60429,0,0,1,0,1
60430,60430,0,0,0,0,0
60431,60431,0,1,0,1,0
60432,60432,0,0,0,0,0
60433,60433,0,0,1,0,1
60434,60434,0,1,1,1,1
60435,60435,0,0,1,0,1
60436,60436,0,0,0,0,0
60437,60437,0,1,0,1,0
60438,60438,0,0,0,0,0
60439,60439,0,0,1,0,1
60440,60440,0,1,1,1,1
60441,60441,0,0,1,0,1
60442,60442,0,1,1,1,1
60443,60443,0,0,1,0,1
60444,60444,0,0,1,0,0
60445,60445,0,1,1,1,0
60446,60446,0,0,1,0,0
60447,60447,0,0,1,0,1
60448,60448,0,0,0,0,0
60449,60449,0,1,0,1,0
60450,60450,0,1,1,1,1
60451,60451,0,1,0,1,0
60452,60452,0,0,0,0,0
60453,60453,0,1,0,1,0
60454,60454,0,0,0,0,0
60455,60455,0,0,1,0,1
60456,60456,0,1,1,1,1
60457,60457,0,0,1,0,1
60458,60458,0,1,1,1,1
60459,60459,0,0,1,0,1
60460,60460,0,0,0,0,0
60461,60461,0,1,0,1,0
60462,60462,0,0,0,0,0
60463,60463,0,0,1,0,1
60464,60464,0,1,1,1,1
60465,60465,0,0,1,0,1
60466,60466,0,0,0,0,0
60467,60467,0,1,0,1,0
60468,60468,0,0,0,0,0
60469,60469,0,0,1,0,1
60470,60470,0,1,1,1,1
60471,60471,0,0,1,0,1
60472,60472,0,1,1,1,1
60473,60473,0,0,1,0,1
60474,60474,0,0,1,0,0
60475,60475,0,1,1,1,0
60476,60476,0,0,1,0,0
60477,60477,0,0,1,0,1
60478,60478,0,1,1,1,1
60479,60479,0,0,1,0,1
60480,60480,0,1,1,1,1
60481,60481,0,0,1,0,1
60482,60482,0,1,1,1,1
60483,60483,0,0,1,0,1
60484,60484,0,1,1,1,1
60485,60485,0,0,1,0,1
60486,60486,0,1,1,1,1
60487,60487,0,0,1,0,1
60488,60488,0,0,1,0,0
60489,60489,0,1,1,1,0
60490,60490,0,0,1,0,0
60491,60491,0,1,1,1,0
60492,60492,0,0,1,0,0
60493,60493,0,0,1,0,1
60494,60494,0,1,1,1,1
60495,60495,0,0,1,0,1
60496,60496,0,0,0,0,0
60497,60497,0,1,0,1,0
60498,60498,0,0,0,0,0
60499,60499,0,1,1,1,0
60500,60500,0,0,1,0,0
60501,60501,0,0,1,0,1
60502,60502,0,1,1,1,1
60503,60503,0,0,1,0,1
60504,60504,0,1,1,1,1
60505,60505,0,0,1,0,1
60506,60506,0,0,1,0,0
60507,60507,0,1,1,1,0
60508,60508,0,0,1,0,0
60509,60509,0,0,1,0,1
60510,60510,0,1,1,1,1
60511,60511,0,0,1,0,1
60512,60512,0,0,1,0,0
60513,60513,0,1,1,1,0
60514,60514,0,0,1,0,0
60515,60515,0,0,1,0,1
60516,60516,0,1,1,1,1
60517,60517,0,0,1,0,1
60518,60518,0,1,1,1,1
60519,60519,0,0,1,0,1
60520,60520,0,1,1,1,1
60521,60521,0,0,1,0,1
60522,60522,0,0,0,0,0
60523,60523,0,1,0,1,0
60524,60524,0,1,1,1,1
60525,60525,0,1,0,1,0
60526,60526,0,0,0,0,0
60527,60527,0,1,0,1,0
60528,60528,0,0,0,0,0
60529,60529,0,0,1,0,1
60530,60530,0,1,1,1,1
60531,60531,0,0,1,0,1
60532,60532,0,1,1,1,1
60533,60533,0,0,1,0,1
60534,60534,0,0,0,0,0
60535,60535,0,1,0,1,0
60536,60536,0,0,0,0,0
60537,60537,0,0,1,0,1
60538,60538,0,1,1,1,1
60539,60539,0,0,1,0,1
60540,60540,0,0,0,0,0
60541,60541,0,1,0,1,0
60542,60542,0,0,0,0,0
60543,60543,0,0,1,0,1
60544,60544,0,1,1,1,1
60545,60545,0,0,1,0,1
60546,60546,0,0,0,0,0
60547,60547,0,1,0,1,0
60548,60548,0,0,0,0,0
60549,60549,0,1,1,1,0
60550,60550,0,0,1,0,0
60551,60551,0,0,1,0,1
60552,60552,0,0,0,0,0
60553,60553,0,1,0,1,0
60554,60554,0,0,0,0,0
60555,60555,0,0,1,0,1
60556,60556,0,1,1,1,1
60557,60557,0,0,1,0,1
60558,60558,0,1,1,1,1
60559,60559,0,0,1,0,1
60560,60560,0,0,0,0,0
60561,60561,0,1,0,1,0
60562,60562,0,0,0,0,0
60563,60563,0,0,1,0,1
60564,60564,0,1,1,1,1
60565,60565,0,0,1,0,1
60566,60566,0,1,1,1,1
60567,60567,0,0,1,0,1
60568,60568,0,0,0,0,0
60569,60569,0,1,0,1,0
60570,60570,0,0,0,0,0
60571,60571,0,0,1,0,1
60572,60572,0,1,1,1,1
60573,60573,0,0,1,0,1
60574,60574,0,0,1,0,0
60575,60575,0,1,1,1,0
60576,60576,0,0,1,0,0
60577,60577,0,0,1,0,1
60578,60578,0,0,0,0,0
60579,60579,0,1,0,1,0
60580,60580,0,1,1,1,1
60581,60581,0,1,0,1,0
60582,60582,0,0,0,0,0
60583,60583,0,1,0,1,0
60584,60584,0,0,0,0,0
60585,60585,0,0,1,0,1
60586,60586,0,1,1,1,1
60587,60587,0,0,1,0,1
60588,60588,0,1,1,1,1
60589,60589,0,0,1,0,1
60590,60590,0,0,0,0,0
60591,60591,0,1,0,1,0
60592,60592,0,0,0,0,0
60593,60593,0,0,1,0,1
60594,60594,0,1,1,1,1
60595,60595,0,0,1,0,1
60596,60596,0,0,0,0,0
60597,60597,0,1,0,1,0
60598,60598,0,0,0,0,0
60599,60599,0,0,1,0,1
60600,60600,0,1,1,1,1
60601,60601,0,0,1,0,1
60602,60602,0,1,1,1,1
60603,60603,0,0,1,0,1
60604,60604,0,0,1,0,0
60605,60605,0,1,1,1,0
60606,60606,0,0,1,0,0
60607,60607,0,0,1,0,1
60608,60608,0,1,1,1,1
60609,60609,0,0,1,0,1
60610,60610,0,1,1,1,1
60611,60611,0,0,1,0,1
60612,60612,0,1,1,1,1
60613,60613,0,0,1,0,1
60614,60614,0,1,1,1,1
60615,60615,0,0,1,0,1
60616,60616,0,1,1,1,1
60617,60617,0,0,1,0,1
60618,60618,0,0,1,0,0
60619,60619,0,1,1,1,0
60620,60620,0,0,1,0,0
60621,60621,0,0,1,0,1
60622,60622,0,1,1,1,1
60623,60623,0,0,1,0,1
60624,60624,0,0,1,0,0
60625,60625,0,1,1,1,0
60626,60626,0,0,1,0,0
60627,60627,0,0,1,0,1
60628,60628,0,0,0,0,0
60629,60629,0,1,0,1,0
60630,60630,0,0,0,0,0
60631,60631,0,1,1,1,0
60632,60632,0,0,1,0,0
60633,60633,0,0,1,0,1
60634,60634,0,1,1,1,1
60635,60635,0,0,1,0,1
60636,60636,0,0,1,0,0
60637,60637,0,1,1,1,0
60638,60638,0,0,1,0,0
60639,60639,0,1,1,1,0
60640,60640,0,0,1,0,0
60641,60641,0,1,1,1,0
60642,60642,0,0,1,0,0
60643,60643,0,0,1,0,1
60644,60644,0,1,1,1,1
60645,60645,0,0,1,0,1
60646,60646,0,0,1,0,0
60647,60647,0,1,1,1,0
60648,60648,0,0,1,0,0
60649,60649,0,0,1,0,1
60650,60650,0,1,1,1,1
60651,60651,0,0,1,0,1
60652,60652,0,1,1,1,1
60653,60653,0,0,1,0,1
60654,60654,0,0,0,0,0
60655,60655,0,1,0,1,0
60656,60656,0,1,1,1,1
60657,60657,0,1,0,1,0
60658,60658,0,0,0,0,0
60659,60659,0,1,0,1,0
60660,60660,0,0,0,0,0
60661,60661,0,0,1,0,1
60662,60662,0,1,1,1,1
60663,60663,0,0,1,0,1
60664,60664,0,1,1,1,1
60665,60665,0,0,1,0,1
60666,60666,0,0,0,0,0
60667,60667,0,1,0,1,0
60668,60668,0,0,0,0,0
60669,60669,0,0,1,0,1
60670,60670,0,1,1,1,1
60671,60671,0,0,1,0,1
60672,60672,0,0,0,0,0
60673,60673,0,1,0,1,0
60674,60674,0,0,0,0,0
60675,60675,0,0,1,0,1
60676,60676,0,1,1,1,1
60677,60677,0,0,1,0,1
60678,60678,0,0,0,0,0
60679,60679,0,1,0,1,0
60680,60680,0,0,0,0,0
60681,60681,0,1,1,1,0
60682,60682,0,0,1,0,0
60683,60683,0,0,1,0,1
60684,60684,0,0,0,0,0
60685,60685,0,1,0,1,0
60686,60686,0,0,0,0,0
60687,60687,0,0,1,0,1
60688,60688,0,1,1,1,1
60689,60689,0,0,1,0,1
60690,60690,0,1,1,1,1
60691,60691,0,0,1,0,1
60692,60692,0,0,0,0,0
60693,60693,0,1,0,1,0
60694,60694,0,0,0,0,0
60695,60695,0,0,1,0,1
60696,60696,0,1,1,1,1
60697,60697,0,0,1,0,1
60698,60698,0,1,1,1,1
60699,60699,0,0,1,0,1
60700,60700,0,1,1,1,1
60701,60701,0,0,1,0,1
60702,60702,0,1,1,1,1
60703,60703,0,0,1,0,1
60704,60704,0,0,1,0,0
60705,60705,0,1,1,1,0
60706,60706,0,0,1,0,0
60707,60707,0,0,1,0,1
60708,60708,0,0,0,0,0
60709,60709,0,1,0,1,0
60710,60710,0,1,1,1,1
60711,60711,0,1,0,1,0
60712,60712,0,0,0,0,0
60713,60713,0,1,0,1,0
60714,60714,0,0,0,0,0
60715,60715,0,0,1,0,1
60716,60716,0,1,1,1,1
60717,60717,0,0,1,0,1
60718,60718,0,1,1,1,1
60719,60719,0,0,1,0,1
60720,60720,0,0,0,0,0
60721,60721,0,1,0,1,0
60722,60722,0,0,0,0,0
60723,60723,0,0,1,0,1
60724,60724,0,1,1,1,1
60725,60725,0,0,1,0,1
60726,60726,0,0,0,0,0
60727,60727,0,1,0,1,0
60728,60728,0,0,0,0,0
60729,60729,0,0,1,0,1
60730,60730,0,1,1,1,1
60731,60731,0,0,1,0,1
60732,60732,0,1,1,1,1
60733,60733,0,0,1,0,1
60734,60734,0,0,1,0,0
60735,60735,0,1,1,1,0
60736,60736,0,0,1,0,0
60737,60737,0,0,1,0,1
60738,60738,0,1,1,1,1
60739,60739,0,0,1,0,1
60740,60740,0,1,1,1,1
60741,60741,0,0,1,0,1
60742,60742,0,1,1,1,1
60743,60743,0,0,1,0,1
60744,60744,0,1,1,1,1
60745,60745,0,0,1,0,1
60746,60746,0,1,1,1,1
60747,60747,0,0,1,0,1
60748,60748,0,0,1,0,0
60749,60749,0,1,1,1,0
60750,60750,0,0,1,0,0
60751,60751,0,1,1,1,0
60752,60752,0,0,1,0,0
60753,60753,0,0,1,0,1
60754,60754,0,1,1,1,1
60755,60755,0,0,1,0,1
60756,60756,0,0,0,0,0
60757,60757,0,1,0,1,0
60758,60758,0,0,0,0,0
60759,60759,0,1,1,1,0
60760,60760,0,0,1,0,0
60761,60761,0,0,1,0,1
60762,60762,0,1,1,1,1
60763,60763,0,0,1,0,1
60764,60764,0,0,1,0,0
60765,60765,0,1,1,1,0
60766,60766,0,0,1,0,0
60767,60767,0,1,1,1,0
60768,60768,0,0,1,0,0
60769,60769,0,1,1,1,0
60770,60770,0,0,1,0,0
60771,60771,0,0,1,0,1
60772,60772,0,1,1,1,1
60773,60773,0,0,1,0,1
60774,60774,0,0,1,0,0
60775,60775,0,1,1,1,0
60776,60776,0,0,1,0,0
60777,60777,0,0,1,0,1
60778,60778,0,1,1,1,1
60779,60779,0,0,1,0,1
60780,60780,0,1,1,1,1
60781,60781,0,0,1,0,1
60782,60782,0,0,0,0,0
60783,60783,0,1,0,1,0
60784,60784,0,1,1,1,1
60785,60785,0,1,0,1,0
60786,60786,0,0,0,0,0
60787,60787,0,1,0,1,0
60788,60788,0,0,0,0,0
60789,60789,0,0,1,0,1
60790,60790,0,1,1,1,1
60791,60791,0,0,1,0,1
60792,60792,0,1,1,1,1
60793,60793,0,0,1,0,1
60794,60794,0,0,0,0,0
60795,60795,0,1,0,1,0
60796,60796,0,0,0,0,0
60797,60797,0,0,1,0,1
60798,60798,0,1,1,1,1
60799,60799,0,0,1,0,1
60800,60800,0,0,0,0,0
60801,60801,0,1,0,1,0
60802,60802,0,0,0,0,0
60803,60803,0,0,1,0,1
60804,60804,0,1,1,1,1
60805,60805,0,0,1,0,1
60806,60806,0,0,0,0,0
60807,60807,0,1,0,1,0
60808,60808,0,0,0,0,0
60809,60809,0,1,1,1,0
60810,60810,0,0,1,0,0
60811,60811,0,0,1,0,1
60812,60812,0,0,0,0,0
60813,60813,0,1,0,1,0
60814,60814,0,0,0,0,0
60815,60815,0,0,1,0,1
60816,60816,0,1,1,1,1
60817,60817,0,0,1,0,1
60818,60818,0,1,1,1,1
60819,60819,0,0,1,0,1
60820,60820,0,1,1,1,1
60821,60821,0,0,1,0,1
60822,60822,0,0,0,0,0
60823,60823,0,1,0,1,0
60824,60824,0,0,0,0,0
60825,60825,0,1,0,1,0
60826,60826,0,0,0,0,0
60827,60827,0,1,0,1,0
60828,60828,0,0,0,0,0
60829,60829,0,0,1,0,1
60830,60830,0,1,1,1,1
60831,60831,0,0,1,0,1
60832,60832,0,0,1,0,0
60833,60833,0,1,1,1,0
60834,60834,0,0,1,0,0
60835,60835,0,0,1,0,1
60836,60836,0,0,0,0,0
60837,60837,0,1,0,1,0
60838,60838,0,1,1,1,1
60839,60839,0,1,0,1,0
60840,60840,0,0,0,0,0
60841,60841,0,1,0,1,0
60842,60842,0,0,0,0,0
60843,60843,0,0,1,0,1
60844,60844,0,1,1,1,1
60845,60845,0,0,1,0,1
60846,60846,0,1,1,1,1
60847,60847,0,0,1,0,1
60848,60848,0,0,0,0,0
60849,60849,0,1,0,1,0
60850,60850,0,0,0,0,0
60851,60851,0,0,1,0,1
60852,60852,0,1,1,1,1
60853,60853,0,0,1,0,1
60854,60854,0,0,0,0,0
60855,60855,0,1,0,1,0
60856,60856,0,0,0,0,0
60857,60857,0,0,1,0,1
60858,60858,0,1,1,1,1
60859,60859,0,0,1,0,1
60860,60860,0,1,1,1,1
60861,60861,0,0,1,0,1
60862,60862,0,0,1,0,0
60863,60863,0,1,1,1,0
60864,60864,0,0,1,0,0
60865,60865,0,0,1,0,1
60866,60866,0,1,1,1,1
60867,60867,0,0,1,0,1
60868,60868,0,1,1,1,1
60869,60869,0,0,1,0,1
60870,60870,0,1,1,1,1
60871,60871,0,0,1,0,1
60872,60872,0,1,1,1,1
60873,60873,0,0,1,0,1
60874,60874,0,1,1,1,1
60875,60875,0,0,1,0,1
60876,60876,0,0,1,0,0
60877,60877,0,1,1,1,0
60878,60878,0,0,1,0,0
60879,60879,0,0,1,0,1
60880,60880,0,1,1,1,1
60881,60881,0,0,1,0,1
60882,60882,0,0,1,0,0
60883,60883,0,1,1,1,0
60884,60884,0,0,1,0,0
60885,60885,0,0,1,0,1
60886,60886,0,0,0,0,0
60887,60887,0,1,0,1,0
60888,60888,0,0,0,0,0
60889,60889,0,0,1,0,1
60890,60890,0,1,1,1,1
60891,60891,0,0,1,0,1
60892,60892,0,1,1,1,1
60893,60893,0,0,1,0,1
60894,60894,0,0,1,0,0
60895,60895,0,1,1,1,0
60896,60896,0,0,1,0,0
60897,60897,0,0,1,0,1
60898,60898,0,1,1,1,1
60899,60899,0,0,1,0,1
60900,60900,0,1,1,1,1
60901,60901,0,0,1,0,1
60902,60902,0,0,1,0,0
60903,60903,0,1,1,1,0
60904,60904,0,0,1,0,0
60905,60905,0,0,1,0,1
60906,60906,0,1,1,1,1
60907,60907,0,0,1,0,1
60908,60908,0,0,1,0,0
60909,60909,0,1,1,1,0
60910,60910,0,0,1,0,0
60911,60911,0,0,1,0,1
60912,60912,0,1,1,1,1
60913,60913,0,0,1,0,1
60914,60914,0,0,0,0,0
60915,60915,0,1,0,1,0
60916,60916,0,1,1,1,1
60917,60917,0,1,0,1,0
60918,60918,0,0,0,0,0
60919,60919,0,1,0,1,0
60920,60920,0,0,0,0,0
60921,60921,0,0,1,0,1
60922,60922,0,1,1,1,1
60923,60923,0,0,1,0,1
60924,60924,0,1,1,1,1
60925,60925,0,0,1,0,1
60926,60926,0,0,0,0,0
60927,60927,0,1,0,1,0
60928,60928,0,0,0,0,0
60929,60929,0,0,1,0,1
60930,60930,0,1,1,1,1
60931,60931,0,0,1,0,1
60932,60932,0,0,0,0,0
60933,60933,0,1,0,1,0
60934,60934,0,0,0,0,0
60935,60935,0,0,1,0,1
60936,60936,0,1,1,1,1
60937,60937,0,0,1,0,1
60938,60938,0,0,0,0,0
60939,60939,0,1,0,1,0
60940,60940,0,0,0,0,0
60941,60941,0,1,1,1,0
60942,60942,0,0,1,0,0
60943,60943,0,0,1,0,1
60944,60944,0,0,0,0,0
60945,60945,0,1,0,1,0
60946,60946,0,0,0,0,0
60947,60947,0,0,1,0,1
60948,60948,0,1,1,1,1
60949,60949,0,0,1,0,1
60950,60950,0,1,1,1,1
60951,60951,0,0,1,0,1
60952,60952,0,1,1,1,1
60953,60953,0,0,1,0,1
60954,60954,0,0,0,0,0
60955,60955,0,1,0,1,0
60956,60956,0,0,0,0,0
60957,60957,0,1,0,1,0
60958,60958,0,0,0,0,0
60959,60959,0,0,1,0,1
60960,60960,0,1,1,1,1
60961,60961,0,0,1,0,1
60962,60962,0,1,1,1,1
60963,60963,0,0,1,0,1
60964,60964,0,0,1,0,0
60965,60965,0,1,1,1,0
60966,60966,0,0,1,0,0
60967,60967,0,0,1,0,1
60968,60968,0,0,0,0,0
60969,60969,0,1,0,1,0
60970,60970,0,1,1,1,1
60971,60971,0,1,0,1,0
60972,60972,0,0,0,0,0
60973,60973,0,1,0,1,0
60974,60974,0,0,0,0,0
60975,60975,0,0,1,0,1
60976,60976,0,1,1,1,1
60977,60977,0,0,1,0,1
60978,60978,0,1,1,1,1
60979,60979,0,0,1,0,1
60980,60980,0,0,0,0,0
60981,60981,0,1,0,1,0
60982,60982,0,0,0,0,0
60983,60983,0,0,1,0,1
60984,60984,0,1,1,1,1
60985,60985,0,0,1,0,1
60986,60986,0,0,0,0,0
60987,60987,0,1,0,1,0
60988,60988,0,0,0,0,0
60989,60989,0,0,1,0,1
60990,60990,0,1,1,1,1
60991,60991,0,0,1,0,1
60992,60992,0,1,1,1,1
60993,60993,0,0,1,0,1
60994,60994,0,0,1,0,0
60995,60995,0,1,1,1,0
60996,60996,0,0,1,0,0
60997,60997,0,0,1,0,1
60998,60998,0,1,1,1,1
60999,60999,0,0,1,0,1
61000,61000,0,1,1,1,1
61001,61001,0,0,1,0,1
61002,61002,0,1,1,1,1
61003,61003,0,0,1,0,1
61004,61004,0,1,1,1,1
61005,61005,0,0,1,0,1
61006,61006,0,1,1,1,1
61007,61007,0,0,1,0,1
61008,61008,0,1,1,1,1
61009,61009,0,0,1,0,1
61010,61010,0,0,1,0,0
61011,61011,0,1,1,1,0
61012,61012,0,0,1,0,0
61013,61013,0,1,1,1,0
61014,61014,0,0,1,0,0
61015,61015,0,0,1,0,1
61016,61016,0,0,0,0,0
61017,61017,0,1,0,1,0
61018,61018,0,0,0,0,0
61019,61019,0,0,1,0,1
61020,61020,0,1,1,1,1
61021,61021,0,0,1,0,1
61022,61022,0,0,1,0,0
61023,61023,0,1,1,1,0
61024,61024,0,0,1,0,0
61025,61025,0,0,1,0,1
61026,61026,0,1,1,1,1
61027,61027,0,0,1,0,1
61028,61028,0,1,1,1,1
61029,61029,0,0,1,0,1
61030,61030,0,0,1,0,0
61031,61031,0,1,1,1,0
61032,61032,0,0,1,0,0
